"University","CostIState","CostOState","CollegeType","Undergraduates","EntranceDifficulty","AdmitRate","Applicants","City","State"
"dalton state college",4212,12634,"public",5188,"noncompetitive",NA,NA,"dalton","GA"
"edp university of puerto rico",NA,NA,"private for profit",1574,"noncompetitive",0.61,342,"hato rey","PR"
"escuela de artes plasticas de puerto rico",4002,6702,"public",555,"moderately difficult",0.84,91,"san juan","PR"
"grantham university",6540,6540,"private for profit",7898,"noncompetitive",NA,NA,"lenexa","KS"
"haskell indian nations university",NA,NA,"public",894,"minimally difficult",NA,NA,"lawrence","KS"
"hebrew theological college",12430,12430,"private",415,"moderately difficult",NA,NA,"skokie","IL"
"hobe sound bible college",6490,6490,"private",NA,"noncompetitive",NA,NA,"hobe sound","FL"
"holy trinity orthodox seminary",7450,7450,"private",58,"noncompetitive",NA,NA,"jordanville","NY"
"kehilath yakov rabbinical seminary",9700,9700,"private",88,"",NA,NA,"ossining","NY"
"machzikei hadath rabbinical college",11500,11500,"private",112,"moderately difficult",NA,NA,"brooklyn","NY"
"northeast catholic college",NA,NA,NA,68,"moderately difficult",NA,NA,"warner","NH"
"mesivta torah vodaath seminary",10000,10000,"private",240,"moderately difficult",NA,NA,"brooklyn","NY"
"midstate college",16230,16230,"private for profit",641,"moderately difficult",NA,NA,"peoria","IL"
"mirrer yeshiva",7260,7260,"private",255,"",1,66,"brooklyn","NY"
"mount angel seminary",15912,15912,"private",85,"moderately difficult",1,73,"saint benedict","OR"
"national american university rio rancho",16200,16200,"private for profit",336,"noncompetitive",NA,NA,"albuquerque","NM"
"new orleans baptist theological seminary leavell college",8175,8175,"private",974,"minimally difficult",NA,NA,"new orleans","LA"
"ohio university southern",4872,6718,"public",1699,"noncompetitive",1,350,"ironton","OH"
"ohio university lancaster",5060,9596,"public",1728,"noncompetitive",NA,NA,"lancaster","OH"
"ohio university zanesville",5002,9538,"public",1968,"noncompetitive",0.92,552,"zanesville","OH"
"ohio university eastern",4806,6718,"public",751,"noncompetitive",NA,NA,"st clairsville","OH"
"ohr somayach/joseph tanenbaum educational center",9000,9000,"private",60,"moderately difficult",0.6,100,"monsey","NY"
"oregon college of art & craft",33160,33160,"private",123,"moderately difficult",0.58,142,"portland","OR"
"our lady of the lake college",15583,15583,"private",1265,"minimally difficult",0.54,269,"baton rouge","LA"
"peabody conservatory of johns hopkins university",47863,47863,"private",269,"very difficult",0.52,711,"baltimore","MD"
"rabbinical academy mesivta rabbi chaim berlin",12450,12450,"private",146,"moderately difficult",1,20,"brooklyn","NY"
"rabbinical college bobover yeshiva b'nei zion",7750,7750,"private",197,"moderately difficult",NA,NA,"brooklyn","NY"
"rabbinical college of long island",8800,8800,"private",145,"",1,40,"long beach","NY"
"rabbinical college of telshe",10800,10800,"private",37,"",NA,NA,"wickliffe","OH"
"st. augustine college",16500,16500,"private",1430,"noncompetitive",NA,NA,"chicago","IL"
"st. charles borromeo seminary overbrook",20655,20655,"private",98,"moderately difficult",1,8,"wynnewood","PA"
"talmudical institute of upstate new york",5800,5800,"private",22,"noncompetitive",1,13,"rochester","NY"
"talmudical seminary oholei torah",9300,9300,"private",337,"",1,65,"brooklyn","NY"
"talmudical yeshiva of philadelphia",8900,8900,"private",124,"moderately difficult",NA,NA,"philadelphia","PA"
"telshe yeshiva chicago",15000,15000,"private",61,"",1,8,"chicago","IL"
"texas college",10008,10008,"private",960,"",0.32,4190,"tyler","TX"
"united talmudical seminary",13800,13800,"private",1351,"",NA,NA,"brooklyn","NY"
"university of puerto rico aguadilla",2048,2048,"public",3076,"moderately difficult",0.89,901,"aguadilla","PR"
"university of puerto rico utuado",2053,2053,"public",1623,"moderately difficult",0.45,1854,"utuado","PR"
"university of south carolina beaufort",10422,21198,"public",1980,"minimally difficult",0.63,1968,"bluffton","SC"
"yeshiva beth moshe",9000,9000,"private",54,"",NA,NA,"scranton","PA"
"yeshiva derech chaim",11800,11800,"private",95,"",1,31,"brooklyn","NY"
"yeshiva of nitra",8500,8500,"private",186,"",NA,NA,"mount kisco","NY"
"yeshiva shaar hatorah",17250,17250,"private",111,"",NA,NA,"kew gardens","NY"
"yeshiva zichron moshe",NA,NA,"private",178,"",1,74,"south fallsburg","NY"
"southwest university of visual arts",22944,22944,"private for profit",177,"",NA,NA,"tucson","AZ"
"atlantic university college",6870,6870,"private",1168,"",NA,NA,"guaynabo","PR"
"devry university westminster",17512,17512,"private for profit",239,"",NA,NA,"westminster","CO"
"pennsylvania college of art & design",25000,25000,"private",232,"moderately difficult",0.45,419,"lancaster","PA"
"mercy college of health sciences",17600,17600,"private",771,"",NA,NA,"des moines","IA"
"college of biblical studies houston",8590,8590,"private",423,"noncompetitive",0.46,63,"houston","TX"
"bethesda university of california",8050,8050,"private",232,"minimally difficult",0.95,19,"anaheim","CA"
"new charter university",NA,NA,"private for profit",230,"noncompetitive",0.87,115,"salt lake city","UT"
"cox college",14010,14010,"private",778,"",0.59,27,"springfield","MO"
"western governors university",6070,6070,"private",44499,"minimally difficult",NA,NA,"salt lake city","UT"
"northcentral university",10680,10680,"private for profit",133,"minimally difficult",NA,NA,"san diego","CA"
"columbia southern university",6635,6635,"private for profit",15573,"noncompetitive",NA,NA,"orange beach","AL"
"northpoint bible college",12055,12055,"private",265,"",NA,NA,"haverhill","MA"
"devry university miramar",17512,17512,"private for profit",246,"minimally difficult",NA,NA,"miramar","FL"
"devry university ft. washington",NA,NA,"private for profit",436,"minimally difficult",NA,NA,"fort washington","PA"
"the king's university",14400,14400,"private",NA,"",NA,NA,"southlake","TX"
"beacon college",39188,39188,"private",314,"moderately difficult",0.48,236,"leesburg","FL"
"the king's college",35400,35400,"private",534,"moderately difficult",0.41,2672,"new york","NY"
"neumont university",24750,24750,"private for profit",429,"moderately difficult",0.83,727,"salt lake city","UT"
"soka university of america",30106,30106,"private",419,"most difficult",0.38,500,"aliso viejo","CA"
"argosy university chicago",NA,NA,"private for profit",NA,"",NA,NA,"chicago","IL"
"regent university",17450,17450,"private",3806,"minimally difficult",0.83,1953,"virginia beach","VA"
"university of management & technology",9450,9450,"private for profit",1029,"",NA,NA,"arlington","VA"
"baptist university of the americas",7800,7800,"private",195,"",NA,NA,"san antonio","TX"
"beis medrash heichal dovid",9375,9375,"private",91,"",NA,NA,"far rockaway","NY"
"yeshiva & kolel bais medrash elyon",11500,11500,"private",17,"",1,13,"monsey","NY"
"yeshiva shaarei torah of rockland",12500,12500,"private",46,"",NA,NA,"suffern","NY"
"monroe college",14976,14976,"private for profit",6137,"moderately difficult",0.45,4146,"bronx","NY"
"franklin w. olin college of engineering",51936,51936,"private",378,"most difficult",0.1,1296,"needham","MA"
"california state university channel islands",6802,18682,"public",3342,"noncompetitive",0.53,5562,"camarillo","CA"
"antioch university santa barbara",22575,22575,"private",128,"moderately difficult",NA,NA,"santa barbara","CA"
"antioch university seattle",27435,27435,"private",103,"noncompetitive",NA,NA,"seattle","WA"
"capella university",12060,12060,"private for profit",7487,"minimally difficult",NA,NA,"minneapolis","MN"
"keystone college",26670,26670,"private",1459,"minimally difficult",0.92,981,"la plume","PA"
"international baptist college",11250,11250,"private",83,"",NA,NA,"chandler","AZ"
"art institute of california hollywood",NA,NA,"private for profit",NA,"",NA,NA,"north hollywood","CA"
"new saint andrews college",12350,12350,"private",140,"moderately difficult",0.93,68,"moscow","ID"
"sum bible college & theological seminary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"art institute of michigan",NA,NA,"private for profit",NA,"",NA,NA,"novi","MI"
"gutenberg college",13650,13650,"private",38,"moderately difficult",0.64,14,"eugene","OR"
"penn state dubois",13632,21266,"public",608,"moderately difficult",0.86,373,"dubois","PA"
"penn state worthington scranton",14460,22378,"public",1019,"moderately difficult",0.8,739,"dunmore","PA"
"harrisburg university of science & technology",23900,23900,"private",387,"minimally difficult",NA,NA,"harrisburg","PA"
"penn state hazleton",14460,22378,"public",863,"moderately difficult",0.82,731,"hazleton","PA"
"penn state greater allegheny",13694,21328,"public",550,"moderately difficult",0.86,489,"mckeesport","PA"
"penn state brandywine",14460,22378,"public",1379,"moderately difficult",0.83,1238,"media","PA"
"penn state beaver",13694,21328,"public",726,"moderately difficult",0.86,737,"monaca","PA"
"penn state mont alto",13694,21328,"public",902,"moderately difficult",0.78,711,"mont alto","PA"
"penn state new kensington",13694,21328,"public",686,"moderately difficult",0.83,499,"new kensington","PA"
"penn state shenango",13324,20810,"public",462,"moderately difficult",0.72,198,"sharon","PA"
"penn state fayette the eberly campus",13632,21266,"public",643,"moderately difficult",0.8,593,"lemont furnace","PA"
"penn state york",14460,22378,"public",1060,"moderately difficult",0.83,1196,"york","PA"
"virginia university of lynchburg",9000,9000,"private",233,"noncompetitive",NA,NA,"lynchburg","VA"
"patrick henry college",27922,27922,"private",277,"moderately difficult",0.95,227,"purcellville","VA"
"university of washington bothell",10911,35475,"public",5112,"moderately difficult",0.8,3071,"bothell","WA"
"kaplan university",NA,NA,"private for profit",NA,"",NA,NA,"mason city","IA"
"davenport university",21740,21740,"private",5950,"noncompetitive",NA,NA,"grand rapids","MI"
"stratford university woodbridge",16750,16750,"private for profit",361,"",NA,NA,"woodbridge","VA"
"art institute of houston",24024,24024,"private for profit",NA,"",NA,NA,"houston","TX"
"university of california merced",13598,41612,"public",6237,"moderately difficult",0.61,18862,"merced","CA"
"adventist university of health sciences",14250,14250,"private",1659,"minimally difficult",0.76,329,"orlando","FL"
"holy cross college",29734,29734,"private",601,"moderately difficult",0.91,638,"notre dame","IN"
"boston baptist college",12600,12600,"private",96,"moderately difficult",NA,NA,"boston","MA"
"bob jones university",16500,16500,"private",2721,"minimally difficult",0.81,1049,"greenville","SC"
"randall university",12640,12640,"private",225,"noncompetitive",NA,NA,"moore","OK"
"luther rice university",9050,9050,"private",351,"noncompetitive",0.76,34,"lithonia","GA"
"trinity baptist college",11640,11640,"private",268,"moderately difficult",0.51,350,"jacksonville","FL"
"watkins college of art",23700,23700,"private",246,"moderately difficult",0.94,89,"nashville","TN"
"florida career college",NA,NA,"private for profit",3952,"noncompetitive",NA,NA,"miami","FL"
"southern california seminary",12250,12250,"private",60,"moderately difficult",0.45,20,"el cajon","CA"
"apex school of theology",6200,6200,"private",529,"moderately difficult",0.83,362,"durham","NC"
"midwest university",7770,7770,"private",52,"",NA,NA,"wentzville","MO"
"university of washington tacoma",11046,35610,"public",4285,"moderately difficult",0.84,1878,"tacoma","WA"
"everglades university orlando",NA,NA,NA,1313,"noncompetitive",0.84,354,"maitland","FL"
"art institute of california inland empire",NA,NA,"private for profit",NA,"",NA,NA,"san bernardino","CA"
"art institute of california sacramento",NA,NA,"private for profit",NA,"",NA,NA,"sacramento","CA"
"rasmussen college lake elmo/woodbury",13455,13455,"private for profit",2169,"minimally difficult",NA,NA,"lake elmo","MN"
"ecclesia college",15140,15140,"private",246,"noncompetitive",0.31,211,"springdale","AR"
"southwest university",8554,8554,"private for profit",NA,"",NA,NA,"kenner","LA"
"full sail university",NA,NA,"private for profit",8921,"",NA,NA,"winter park","FL"
"argosy university atlanta",NA,NA,"private for profit",NA,"",NA,NA,"atlanta","GA"
"argosy university twin cities",NA,NA,"private for profit",NA,"",NA,NA,"eagan","MN"
"argosy university sarasota",NA,NA,"private for profit",NA,"",NA,NA,"sarasota","FL"
"argosy university phoenix",NA,NA,"private for profit",NA,"",NA,NA,"phoenix","AZ"
"argosy university washington dc",NA,NA,"private for profit",NA,"",NA,NA,"arlington","VA"
"argosy university san francisco bay area",NA,NA,"private for profit",NA,"",NA,NA,"alameda","CA"
"argosy university tampa",NA,NA,"private for profit",NA,"",NA,NA,"tampa","FL"
"argosy university seattle",NA,NA,"private for profit",NA,"",NA,NA,"seattle","WA"
"argosy university hawaii",NA,NA,"private for profit",NA,"",NA,NA,"honolulu","HI"
"argosy university nashville",NA,NA,"private for profit",NA,"",NA,NA,"nashville","TN"
"argosy university dallas",NA,NA,"private for profit",NA,"",NA,NA,"farmers branch","TX"
